origin,tp_year,tp_10,year,month,day,date,decimalLat,decimalLon,GPS,taxa,UTM_ZONE_C,site_10,count
NHM Aarhus,1960-1969,7,1964,5,7,07/05/1964,56.451667,10.443843,"56.451667, 10.443843",Formicoxenus_nitidulus,NH85,167,1
NHM Aarhus,1960-1969,7,1964,5,7,07/05/1964,56.451667,10.443843,"56.451667, 10.443843",Formicoxenus_nitidulus,NH85,167,1
NHM Aarhus,1960-1969,7,1964,5,7,07/05/1964,56.343636,10.458953,"56.343636, 10.458953",Lasius_fuliginosus,NH94,187,1
NHM Aarhus,1960-1969,7,1964,5,7,07/05/1964,56.343636,10.458953,"56.343636, 10.458953",Lasius_fuliginosus,NH94,187,1
NHM Aarhus,1960-1969,7,1964,5,7,07/05/1964,56.343636,10.458953,"56.343636, 10.458953",Lasius_fuliginosus,NH94,187,1
NHM Aarhus,1960-1969,7,1964,5,7,07/05/1964,56.451667,10.443843,"56.451667, 10.443843",Leptothorax_acervorum,NH85,167,1
NHM Aarhus,1960-1969,7,1964,5,7,07/05/1964,56.451667,10.443843,"56.451667, 10.443843",Tetramorium_caespitum,NH85,167,1
C. Skøtt,1960-1969,7,1964,5,7,07/05/1964,56.450392,10.4999,"56.450392, 10.4999",Formica_fusca,NH95,168,1
C. Skøtt,1960-1969,7,1964,5,7,07/05/1964,56.451433,10.443678,"56.451433, 10.443678",Formicoxenus_nitidulus,NH85,167,1
C. Skøtt,1960-1969,7,1964,5,7,07/05/1964,56.473826,10.054438,"56.473826, 10.054438",Tetramorium_caespitum,NH65,165,1
C. Skøtt,1960-1969,7,1964,5,7,07/05/1964,56.340553,10.461331,"56.340553, 10.461331",Tetramorium_caespitum,NH94,187,1
C. Skøtt,1960-1969,7,1964,5,17,17/05/1964,56.036404,9.930274,"56.036404, 9.930274",Formica_fusca,NH51,240,1
C. Skøtt,1960-1969,7,1964,5,17,17/05/1964,56.032561,9.913003,"56.032561, 9.913003",Formica_pratensis,NH51,240,1
C. Skøtt,1960-1969,7,1964,5,17,17/05/1964,56.042541,9.910619,"56.042541, 9.910619",Lasius_umbratus,NH51,240,1
C. Skøtt,1960-1969,7,1964,5,17,17/05/1964,56.032568,9.918172,"56.032568, 9.918172",Myrmica_sabuleti,NH51,240,1
C. Skøtt,1960-1969,7,1964,5,23,23/05/1964,56.083539,10.178419,"56.083539, 10.178419",Formica_fusca,NH71,242,1
NHM Aarhus,1960-1969,7,1964,5,29,29/05/1964,56.060354,12.090172,"56.060354, 12.090172",Camponotus_herculeanus,UC11,245,1
NHM Aarhus,1960-1969,7,1964,5,29,29/05/1964,56.060354,12.090172,"56.060354, 12.090172",Camponotus_herculeanus,UC11,245,1
NHM Aarhus,1960-1969,7,1964,5,29,29/05/1964,56.060354,12.090172,"56.060354, 12.090172",Camponotus_herculeanus,UC11,245,1
NHM Aarhus,1960-1969,7,1964,5,30,30/05/1964,56.060354,12.090172,"56.060354, 12.090172",Tetramorium_caespitum,UC11,245,1
NHM Aarhus,1960-1969,7,1964,5,30,30/05/1964,56.060354,12.090172,"56.060354, 12.090172",Tetramorium_caespitum,UC11,245,1
NHM Aarhus,1960-1969,7,1964,5,30,30/05/1964,56.060354,12.090172,"56.060354, 12.090172",Tetramorium_caespitum,UC11,245,1
NHM Aarhus,1960-1969,7,1964,5,30,30/05/1964,56.060354,12.090172,"56.060354, 12.090172",Tetramorium_caespitum,UC11,245,1
C. Skøtt,1960-1969,7,1964,5,30,30/05/1964,56.089027,10.236436,"56.089027, 10.236436",Formica_rufa,NH71,242,1
NHM Aarhus,1960-1969,7,1964,6,1,01/06/1964,56.316052,10.827535,"56.316052, 10.827535",Camponotus_ligniperda,PH14,189,1
C. Skøtt,1960-1969,7,1964,6,1,01/06/1964,56.316028,10.827552,"56.316028, 10.827552",Camponotus_ligniperda,PH14,189,1
C. Skøtt,1960-1969,7,1964,6,1,01/06/1964,56.299702,10.477002,"56.299702, 10.477002",Formica_fusca,NH94,187,1
C. Skøtt,1960-1969,7,1964,6,1,01/06/1964,56.225877,10.572537,"56.225877, 10.572537",Lasius_umbratus,NH93,205,1
C. Skøtt,1960-1969,7,1964,6,1,01/06/1964,56.31553,10.827998,"56.31553, 10.827998",Myrmica_scabrinodis,PH14,189,1
NHM Aarhus,1960-1969,7,1964,6,2,02/06/1964,56.226441,10.569564,"56.226441, 10.569564",Myrmica_ruginodis,NH93,205,1
C. Skøtt,1960-1969,7,1964,6,2,02/06/1964,56.220088,10.577379,"56.220088, 10.577379",Formica_pressilabris,NH93,205,1
C. Skøtt,1960-1969,7,1964,6,2,02/06/1964,56.224141,10.585396,"56.224141, 10.585396",Formica_rufa,NH93,205,1
C. Skøtt,1960-1969,7,1964,6,2,02/06/1964,56.298999,10.481206,"56.298999, 10.481206",Myrmica_rugulosa,NH94,187,1
C. Skøtt,1960-1969,7,1964,6,7,07/06/1964,56.216595,10.562381,"56.216595, 10.562381",Formica_cinerea,NH93,205,1
C. Skøtt,1960-1969,7,1964,6,8,08/06/1964,56.110699,10.502487,"56.110699, 10.502487",Formica_rufa,NH91,243,1
C. Skøtt,1960-1969,7,1964,6,8,08/06/1964,56.095365,10.512196,"56.095365, 10.512196",Tetramorium_caespitum,NH91,243,1
NHM Aarhus,1960-1969,7,1964,6,14,14/06/1964,56.097452,10.51568,"56.097452, 10.51568",Myrmica_sabuleti,NH91,243,1
NHM Denmark,1960-1969,7,1964,6,14,14/06/1964,55.769003,12.478607,"55.769003, 12.478607",Myrmica_rugulosa,UB48,328,1
NHM Denmark,1960-1969,7,1964,6,14,14/06/1964,55.769003,12.478607,"55.769003, 12.478607",Myrmica_rugulosa,UB48,328,1
NHM Denmark,1960-1969,7,1964,6,14,14/06/1964,55.769003,12.478607,"55.769003, 12.478607",Myrmica_rugulosa,UB48,328,1
NHM Denmark,1960-1969,7,1964,6,14,14/06/1964,55.769003,12.478607,"55.769003, 12.478607",Myrmica_rugulosa,UB48,328,1
NHM Denmark,1960-1969,7,1964,6,14,14/06/1964,55.769003,12.478607,"55.769003, 12.478607",Myrmica_rugulosa,UB48,328,1
C. Skøtt,1960-1969,7,1964,6,27,27/06/1964,56.952821,8.381232,"56.952821, 8.381232",Formica_cinerea,MJ61,64,1
NHM Aarhus,1960-1969,7,1964,6,28,28/06/1964,56.116024,9.49001,"56.116024, 9.49001",Myrmica_sabuleti,NH31,238,1
NHM Aarhus,1960-1969,7,1964,6,28,28/06/1964,56.116024,9.49001,"56.116024, 9.49001",Myrmica_schencki,NH31,238,1
C. Skøtt,1960-1969,7,1964,6,30,30/06/1964,55.962835,10.263354,"55.962835, 10.263354",Formica_rufibarbis,NH70,263,1
C. Skøtt,1960-1969,7,1964,6,30,30/06/1964,56.821623,8.972147,"56.821623, 8.972147",Lasius_niger,MH99,94,1
C. Skøtt,1960-1969,7,1964,7,1,01/07/1964,56.224833,10.580226,"56.224833, 10.580226",Myrmica_rubra,NH93,205,1
NHM Aarhus,1960-1969,7,1964,7,2,02/07/1964,56.953195,8.382147,"56.953195, 8.382147",Formica_exsecta,MJ61,64,1
NHM Aarhus,1960-1969,7,1964,7,2,02/07/1964,56.953195,8.382147,"56.953195, 8.382147",Myrmica_rugulosa,MJ61,64,1
C. Skøtt,1960-1969,7,1964,7,2,02/07/1964,56.95325,8.378902,"56.95325, 8.378902",Formica_fusca,MJ61,64,1
C. Skøtt,1960-1969,7,1964,7,2,02/07/1964,55.895157,9.846399,"55.895157, 9.846399",Formica_fusca,NG59,287,1
C. Skøtt,1960-1969,7,1964,7,2,02/07/1964,56.951395,8.364235,"56.951395, 8.364235",Formica_pressilabris,MJ61,64,1
C. Skøtt,1960-1969,7,1964,7,2,02/07/1964,56.95325,8.378902,"56.95325, 8.378902",Formica_pressilabris,MJ61,64,1
C. Skøtt,1960-1969,7,1964,7,2,02/07/1964,56.95325,8.378902,"56.95325, 8.378902",Formica_rufa,MJ61,64,1
C. Skøtt,1960-1969,7,1964,7,2,02/07/1964,56.951646,8.379056,"56.951646, 8.379056",Lasius_niger,MJ61,64,1
C. Skøtt,1960-1969,7,1964,7,2,02/07/1964,56.95325,8.378902,"56.95325, 8.378902",Myrmica_rugulosa,MJ61,64,1
C. Skøtt,1960-1969,7,1964,7,2,02/07/1964,56.95325,8.378902,"56.95325, 8.378902",Myrmica_scabrinodis,MJ61,64,1
C. Skøtt,1960-1969,7,1964,7,3,03/07/1964,56.926674,8.507922,"56.926674, 8.507922",Lasius_flavus,MJ70,79,1
C. Skøtt,1960-1969,7,1964,7,4,04/07/1964,56.110699,10.502487,"56.110699, 10.502487",Myrmica_sabuleti,NH91,243,1
NHM Aarhus,1960-1969,7,1964,7,5,05/07/1964,56.226441,10.569564,"56.226441, 10.569564",Formica_truncorum,NH93,205,1
C. Skøtt,1960-1969,7,1964,7,5,05/07/1964,56.224768,10.579701,"56.224768, 10.579701",Leptothorax_acervorum,NH93,205,1
C. Skøtt,1960-1969,7,1964,7,5,05/07/1964,56.244621,10.78536,"56.244621, 10.78536",Myrmica_rubra,PH13,207,1
C. Skøtt,1960-1969,7,1964,7,5,05/07/1964,56.466389,10.6925,"56.466389, 10.6925",Myrmica_ruginodis,PH05,169,1
C. Skøtt,1960-1969,7,1964,7,5,05/07/1964,56.298999,10.481206,"56.298999, 10.481206",Myrmica_scabrinodis,NH94,187,1
C. Skøtt,1960-1969,7,1964,7,5,05/07/1964,56.220088,10.577379,"56.220088, 10.577379",Tetramorium_caespitum,NH93,205,1
NHM Aarhus,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569564,"56.226441, 10.569564",Formica_pressilabris,NH93,205,1
NHM Aarhus,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569564,"56.226441, 10.569564",Formica_pressilabris,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pratensis,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pressilabris,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pressilabris,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pressilabris,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pressilabris,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pressilabris,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pressilabris,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,11,11/07/1964,56.226441,10.569565,"56.226441, 10.569565",Formica_pressilabris,NH93,205,1
NHM Denmark,1960-1969,7,1964,7,14,14/07/1964,56.721494,10.112889,"56.721494, 10.112889",Formica_rufa,NH68,116,1
NHM Denmark,1960-1969,7,1964,7,14,14/07/1964,56.721494,10.112889,"56.721494, 10.112889",Formica_rufa,NH68,116,1
NHM Denmark,1960-1969,7,1964,7,14,14/07/1964,56.721494,10.112889,"56.721494, 10.112889",Leptothorax_acervorum,NH68,116,1
NHM Denmark,1960-1969,7,1964,7,14,14/07/1964,56.721494,10.112889,"56.721494, 10.112889",Leptothorax_acervorum,NH68,116,1
NHM Denmark,1960-1969,7,1964,7,14,14/07/1964,56.721494,10.112889,"56.721494, 10.112889",Leptothorax_acervorum,NH68,116,1
NHM Denmark,1960-1969,7,1964,7,14,14/07/1964,56.721494,10.112889,"56.721494, 10.112889",Leptothorax_acervorum,NH68,116,1
NHM Denmark,1960-1969,7,1964,7,14,14/07/1964,56.721494,10.112889,"56.721494, 10.112889",Leptothorax_acervorum,NH68,116,1
NHM Denmark,1960-1969,7,1964,7,14,14/07/1964,56.721494,10.112889,"56.721494, 10.112889",Leptothorax_acervorum,NH68,116,1
NHM Denmark,1960-1969,7,1964,7,14,14/07/1964,56.721494,10.112889,"56.721494, 10.112889",Leptothorax_acervorum,NH68,116,1
NHM Denmark,1960-1969,7,1964,7,14,14/07/1964,56.721494,10.112889,"56.721494, 10.112889",Leptothorax_acervorum,NH68,116,1
NHM Denmark,1960-1969,7,1964,7,16,16/07/1964,55.876956,10.629347,"55.876956, 10.629347",Lasius_meridionalis,PG09,291,1
NHM Denmark,1960-1969,7,1964,7,17,17/07/1964,55.906047,10.601963,"55.906047, 10.601963",Formica_rufibarbis,PG09,291,1
NHM Denmark,1960-1969,7,1964,7,17,17/07/1964,55.906047,10.601963,"55.906047, 10.601963",Formica_rufibarbis,PG09,291,1
NHM Denmark,1960-1969,7,1964,7,17,17/07/1964,55.906047,10.601963,"55.906047, 10.601963",Formica_rufibarbis,PG09,291,1
NHM Denmark,1960-1969,7,1964,7,17,17/07/1964,55.906047,10.601963,"55.906047, 10.601963",Formica_rufibarbis,PG09,291,1
NHM Denmark,1960-1969,7,1964,7,17,17/07/1964,55.906047,10.601963,"55.906047, 10.601963",Formica_rufibarbis,PG09,291,1
NHM Denmark,1960-1969,7,1964,7,17,17/07/1964,55.906047,10.601963,"55.906047, 10.601963",Formica_rufibarbis,PG09,291,1
NHM Denmark,1960-1969,7,1964,7,17,17/07/1964,55.906047,10.601963,"55.906047, 10.601963",Formica_rufibarbis,PG09,291,1
NHM Denmark,1960-1969,7,1964,7,17,17/07/1964,55.906047,10.601963,"55.906047, 10.601963",Formica_rufibarbis,PG09,291,1
NHM Denmark,1960-1969,7,1964,7,17,17/07/1964,55.906047,10.601963,"55.906047, 10.601963",Formica_rufibarbis,PG09,291,1
C. Skøtt,1960-1969,7,1964,7,25,25/07/1964,56.504068,10.581118,"56.504068, 10.581118",Formica_rufa,NH96,150,1
C. Skøtt,1960-1969,7,1964,7,26,26/07/1964,56.505516,10.587338,"56.505516, 10.587338",Camponotus_herculeanus,NH96,150,1
NHM Aarhus,1960-1969,7,1964,7,28,28/07/1964,56.941189,10.010521,"56.941189, 10.010521",Formica_gagatoides,NJ61,74,1
C. Skøtt,1960-1969,7,1964,7,28,28/07/1964,57.254708,11.001559,"57.254708, 11.001559",Myrmica_lobicornis,PJ24,38,1
C. Skøtt,1960-1969,7,1964,7,30,30/07/1964,56.096434,10.512976,"56.096434, 10.512976",Formica_pratensis,NH91,243,1
C. Skøtt,1960-1969,7,1964,7,31,31/07/1964,56.359571,10.894691,"56.359571, 10.894691",Formica_fusca,PH14,189,1
NHM Denmark,1960-1969,7,1964,7,31,31/07/1964,55.936538,10.582714,"55.936538, 10.582714",Lasius_flavus,NH90,265,1
NHM Denmark,1960-1969,7,1964,7,31,31/07/1964,55.936538,10.582714,"55.936538, 10.582714",Lasius_flavus,NH90,265,1
NHM Denmark,1960-1969,7,1964,7,31,31/07/1964,55.936538,10.582714,"55.936538, 10.582714",Lasius_flavus,NH90,265,1
NHM Denmark,1960-1969,7,1964,7,31,31/07/1964,55.936538,10.582714,"55.936538, 10.582714",Lasius_flavus,NH90,265,1
NHM Denmark,1960-1969,7,1964,7,31,31/07/1964,55.936538,10.582714,"55.936538, 10.582714",Lasius_flavus,NH90,265,1
NHM Denmark,1960-1969,7,1964,8,4,04/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,4,04/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,4,04/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,4,04/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,4,04/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,4,04/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,4,04/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,4,04/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,4,04/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,4,04/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,4,04/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Lasius_niger,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Lasius_niger,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Lasius_niger,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Lasius_niger,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Lasius_niger,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Leptothorax_acervorum,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Denmark,1960-1969,7,1964,8,5,05/08/1964,55.876956,10.629347,"55.876956, 10.629347",Myrmica_rugulosa,PG09,291,1
NHM Aarhus,1960-1969,7,1964,8,11,11/08/1964,56.100947,9.68628,"56.100947, 9.68628",Formica_sanguinea,NH41,239,1
NHM Aarhus,1960-1969,7,1964,8,12,12/08/1964,55.518456,8.235439,"55.518456, 8.235439",Formica_sanguinea,MG55,388,1
C. Skøtt,1960-1969,7,1964,8,12,12/08/1964,55.536321,8.221727,"55.536321, 8.221727",Formica_sanguinea,MG55,388,1
C. Skøtt,1960-1969,7,1964,8,13,13/08/1964,55.505203,8.258064,"55.505203, 8.258064",Lasius_flavus,MG55,388,1
C. Skøtt,1960-1969,7,1964,8,13,13/08/1964,55.50625,8.259257,"55.50625, 8.259257",Myrmica_rubra,MG55,388,1
C. Skøtt,1960-1969,7,1964,8,13,13/08/1964,55.508055,8.254623,"55.508055, 8.254623",Myrmica_rugulosa,MG55,388,1
C. Skøtt,1960-1969,7,1964,8,15,15/08/1964,55.750799,8.934766,"55.750799, 8.934766",Myrmica_rubra,MG97,334,1
C. Skøtt,1960-1969,7,1964,9,5,05/09/1964,56.228626,9.701081,"56.228626, 9.701081",Formica_sanguinea,NH43,200,1
C. Skøtt,1960-1969,7,1964,9,5,05/09/1964,55.960896,10.2655,"55.960896, 10.2655",Lasius_fuliginosus,NH70,263,1
C. Skøtt,1960-1969,7,1964,9,5,05/09/1964,56.227472,9.705221,"56.227472, 9.705221",Lasius_niger,NH43,200,1
C. Skøtt,1960-1969,7,1964,9,21,21/09/1964,55.96736,10.262946,"55.96736, 10.262946",Myrmica_rubra,NH70,263,1
C. Skøtt,1960-1969,7,1964,9,25,25/09/1964,56.517819,10.59011,"56.517819, 10.59011",Tetramorium_caespitum,NH96,150,1
C. Skøtt,1960-1969,7,1964,9,26,26/09/1964,56.1178959,9.6107401,"56.1178959, 9.6107401",Myrmica_lobicornis,NH31,238,1
C. Skøtt,1960-1969,7,1964,10,21,21/10/1964,57.052596,8.64706,"57.052596, 8.64706",Formica_rufa,MJ72,52,1
C. Skøtt,1960-1969,7,1965,5,10,10/05/1965,57.0513676,10.3594244,"57.0513676, 10.3594244",Myrmica_sabuleti,NJ82,63,1
C. Skøtt,1960-1969,7,1965,5,11,11/05/1965,56.826633,9.016326,"56.826633, 9.016326",Myrmica_rubra,NH09,95,1
NHM Denmark,1960-1969,7,1965,5,17,17/05/1965,55.950415,11.750643,"55.950415, 11.750643",Lasius_niger,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,17,17/05/1965,55.950415,11.750643,"55.950415, 11.750643",Lasius_niger,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,17,17/05/1965,55.950415,11.750643,"55.950415, 11.750643",Lasius_niger,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,17,17/05/1965,55.950415,11.750643,"55.950415, 11.750643",Myrmica_rubra,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Lasius_niger,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Lasius_niger,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Lasius_niger,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Lasius_niger,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Lasius_niger,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Lasius_niger,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Lasius_niger,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Lasius_niger,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Lasius_niger,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Myrmica_rubra,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Myrmica_rubra,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Myrmica_rubra,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Myrmica_ruginodis,PH70,270,1
NHM Denmark,1960-1969,7,1965,5,23,23/05/1965,55.950415,11.750643,"55.950415, 11.750643",Myrmica_ruginodis,PH70,270,1
